stud_id,lv_id,note,Semester,LV Name,ECTS,Kategorie,vorname,nachname,geschlecht,schulabschluss
1,19,2,3,VT BA: Management & Controlling,5,1,Mohmed,Burger,M,Sonstige
1,20,3,4,Computer Vision & Natural Language Processing,5,3,Mohmed,Burger,M,Sonstige
1,21,3,4,Datenvisualisierung / Visual Analytics,5,1,Mohmed,Burger,M,Sonstige
1,22,3,4,Vertiefungsseminar,10,1,Mohmed,Burger,M,Sonstige
2,1,3,1,Einführung in die Datenanalyse,5,1,Latisha,Koch,F,HAK
2,2,3,1,Einführung in die Ökonomie,2,1,Latisha,Koch,F,HAK
2,3,3,1,Grundlagen der Mathematik,5,2,Latisha,Koch,F,HAK
2,4,3,1,Grundlagen der Statistik,5,2,Latisha,Koch,F,HAK
2,5,4,1,Grundlagen des Programmierens,5,3,Latisha,Koch,F,HAK
2,6,3,1,Grundzüge der Informatik,5,3,Latisha,Koch,F,HAK
2,7,3,1,"Organisation, Marketing und Vertrieb",3,1,Latisha,Koch,F,HAK
2,8,2,2,Angewandte Statistik,5,2,Latisha,Koch,F,HAK
2,9,3,2,Datenanalysewerkzeuge,5,1,Latisha,Koch,F,HAK
2,10,4,2,Datenbanktechnologien,5,3,Latisha,Koch,F,HAK
2,11,3,2,Ethik und Recht,5,1,Latisha,Koch,F,HAK
2,12,4,2,Programmieren für Data Scientists,5,3,Latisha,Koch,F,HAK
2,13,3,2,Wissenschaftliches Arbeiten,5,1,Latisha,Koch,F,HAK
2,14,3,3,Artificial Intelligence,3,3,Latisha,Koch,F,HAK
2,15,3,3,Data Governance & Protection,4,1,Latisha,Koch,F,HAK
2,16,3,3,Data Mining & Machine Learning,8,2,Latisha,Koch,F,HAK
2,17,2,3,VT BA: Business Intelligence,6,1,Latisha,Koch,F,HAK
2,18,4,3,VT BA: Digital Business,4,1,Latisha,Koch,F,HAK
2,19,3,3,VT BA: Management & Controlling,5,1,Latisha,Koch,F,HAK
2,20,2,4,Computer Vision & Natural Language Processing,5,3,Latisha,Koch,F,HAK
2,21,4,4,Datenvisualisierung / Visual Analytics,5,1,Latisha,Koch,F,HAK
2,22,3,4,Vertiefungsseminar,10,1,Latisha,Koch,F,HAK
3,1,1,1,Einführung in die Datenanalyse,5,1,Jayson,Nikolic,M,HTL
3,2,2,1,Einführung in die Ökonomie,2,1,Jayson,Nikolic,M,HTL
3,3,1,1,Grundlagen der Mathematik,5,2,Jayson,Nikolic,M,HTL
3,4,1,1,Grundlagen der Statistik,5,2,Jayson,Nikolic,M,HTL
3,5,1,1,Grundlagen des Programmierens,5,3,Jayson,Nikolic,M,HTL
3,6,2,1,Grundzüge der Informatik,5,3,Jayson,Nikolic,M,HTL
3,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Jayson,Nikolic,M,HTL
3,8,1,2,Angewandte Statistik,5,2,Jayson,Nikolic,M,HTL
3,9,1,2,Datenanalysewerkzeuge,5,1,Jayson,Nikolic,M,HTL
3,10,2,2,Datenbanktechnologien,5,3,Jayson,Nikolic,M,HTL
3,11,1,2,Ethik und Recht,5,1,Jayson,Nikolic,M,HTL
3,12,1,2,Programmieren für Data Scientists,5,3,Jayson,Nikolic,M,HTL
3,13,2,2,Wissenschaftliches Arbeiten,5,1,Jayson,Nikolic,M,HTL
3,14,1,3,Artificial Intelligence,3,3,Jayson,Nikolic,M,HTL
3,15,2,3,Data Governance & Protection,4,1,Jayson,Nikolic,M,HTL
3,16,1,3,Data Mining & Machine Learning,8,2,Jayson,Nikolic,M,HTL
3,17,1,3,VT BA: Business Intelligence,6,1,Jayson,Nikolic,M,HTL
3,18,1,3,VT BA: Digital Business,4,1,Jayson,Nikolic,M,HTL
3,19,1,3,VT BA: Management & Controlling,5,1,Jayson,Nikolic,M,HTL
3,20,1,4,Computer Vision & Natural Language Processing,5,3,Jayson,Nikolic,M,HTL
3,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Jayson,Nikolic,M,HTL
3,22,1,4,Vertiefungsseminar,10,1,Jayson,Nikolic,M,HTL
4,1,1,1,Einführung in die Datenanalyse,5,1,Nesa,Forster,M,AHS
4,2,1,1,Einführung in die Ökonomie,2,1,Nesa,Forster,M,AHS
4,3,1,1,Grundlagen der Mathematik,5,2,Nesa,Forster,M,AHS
4,4,1,1,Grundlagen der Statistik,5,2,Nesa,Forster,M,AHS
4,5,1,1,Grundlagen des Programmierens,5,3,Nesa,Forster,M,AHS
4,6,1,1,Grundzüge der Informatik,5,3,Nesa,Forster,M,AHS
4,7,2,1,"Organisation, Marketing und Vertrieb",3,1,Nesa,Forster,M,AHS
4,8,1,2,Angewandte Statistik,5,2,Nesa,Forster,M,AHS
4,9,2,2,Datenanalysewerkzeuge,5,1,Nesa,Forster,M,AHS
4,10,2,2,Datenbanktechnologien,5,3,Nesa,Forster,M,AHS
4,11,1,2,Ethik und Recht,5,1,Nesa,Forster,M,AHS
4,12,2,2,Programmieren für Data Scientists,5,3,Nesa,Forster,M,AHS
4,13,1,2,Wissenschaftliches Arbeiten,5,1,Nesa,Forster,M,AHS
4,14,1,3,Artificial Intelligence,3,3,Nesa,Forster,M,AHS
4,15,1,3,Data Governance & Protection,4,1,Nesa,Forster,M,AHS
4,16,1,3,Data Mining & Machine Learning,8,2,Nesa,Forster,M,AHS
4,17,1,3,VT BA: Business Intelligence,6,1,Nesa,Forster,M,AHS
4,18,2,3,VT BA: Digital Business,4,1,Nesa,Forster,M,AHS
4,19,2,3,VT BA: Management & Controlling,5,1,Nesa,Forster,M,AHS
4,20,2,4,Computer Vision & Natural Language Processing,5,3,Nesa,Forster,M,AHS
4,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Nesa,Forster,M,AHS
4,22,2,4,Vertiefungsseminar,10,1,Nesa,Forster,M,AHS
5,1,1,1,Einführung in die Datenanalyse,5,1,Scott,Schiefer,M,HTL
5,2,1,1,Einführung in die Ökonomie,2,1,Scott,Schiefer,M,HTL
5,3,1,1,Grundlagen der Mathematik,5,2,Scott,Schiefer,M,HTL
5,4,1,1,Grundlagen der Statistik,5,2,Scott,Schiefer,M,HTL
5,5,1,1,Grundlagen des Programmierens,5,3,Scott,Schiefer,M,HTL
5,6,2,1,Grundzüge der Informatik,5,3,Scott,Schiefer,M,HTL
5,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Scott,Schiefer,M,HTL
5,8,1,2,Angewandte Statistik,5,2,Scott,Schiefer,M,HTL
5,9,1,2,Datenanalysewerkzeuge,5,1,Scott,Schiefer,M,HTL
5,10,1,2,Datenbanktechnologien,5,3,Scott,Schiefer,M,HTL
5,11,1,2,Ethik und Recht,5,1,Scott,Schiefer,M,HTL
5,12,2,2,Programmieren für Data Scientists,5,3,Scott,Schiefer,M,HTL
5,13,1,2,Wissenschaftliches Arbeiten,5,1,Scott,Schiefer,M,HTL
5,14,2,3,Artificial Intelligence,3,3,Scott,Schiefer,M,HTL
5,15,1,3,Data Governance & Protection,4,1,Scott,Schiefer,M,HTL
5,16,1,3,Data Mining & Machine Learning,8,2,Scott,Schiefer,M,HTL
5,17,2,3,VT BA: Business Intelligence,6,1,Scott,Schiefer,M,HTL
5,18,1,3,VT BA: Digital Business,4,1,Scott,Schiefer,M,HTL
5,19,2,3,VT BA: Management & Controlling,5,1,Scott,Schiefer,M,HTL
5,20,2,4,Computer Vision & Natural Language Processing,5,3,Scott,Schiefer,M,HTL
5,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Scott,Schiefer,M,HTL
5,22,1,4,Vertiefungsseminar,10,1,Scott,Schiefer,M,HTL
6,1,1,1,Einführung in die Datenanalyse,5,1,Yazan,Mayer,M,HAK
6,2,1,1,Einführung in die Ökonomie,2,1,Yazan,Mayer,M,HAK
6,3,1,1,Grundlagen der Mathematik,5,2,Yazan,Mayer,M,HAK
6,4,1,1,Grundlagen der Statistik,5,2,Yazan,Mayer,M,HAK
6,5,1,1,Grundlagen des Programmierens,5,3,Yazan,Mayer,M,HAK
6,6,1,1,Grundzüge der Informatik,5,3,Yazan,Mayer,M,HAK
6,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Yazan,Mayer,M,HAK
6,8,1,2,Angewandte Statistik,5,2,Yazan,Mayer,M,HAK
6,9,1,2,Datenanalysewerkzeuge,5,1,Yazan,Mayer,M,HAK
6,10,1,2,Datenbanktechnologien,5,3,Yazan,Mayer,M,HAK
6,11,1,2,Ethik und Recht,5,1,Yazan,Mayer,M,HAK
6,12,1,2,Programmieren für Data Scientists,5,3,Yazan,Mayer,M,HAK
6,13,1,2,Wissenschaftliches Arbeiten,5,1,Yazan,Mayer,M,HAK
6,14,1,3,Artificial Intelligence,3,3,Yazan,Mayer,M,HAK
6,15,1,3,Data Governance & Protection,4,1,Yazan,Mayer,M,HAK
6,16,1,3,Data Mining & Machine Learning,8,2,Yazan,Mayer,M,HAK
6,17,1,3,VT BA: Business Intelligence,6,1,Yazan,Mayer,M,HAK
6,18,2,3,VT BA: Digital Business,4,1,Yazan,Mayer,M,HAK
6,19,1,3,VT BA: Management & Controlling,5,1,Yazan,Mayer,M,HAK
6,20,1,4,Computer Vision & Natural Language Processing,5,3,Yazan,Mayer,M,HAK
6,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Yazan,Mayer,M,HAK
6,22,1,4,Vertiefungsseminar,10,1,Yazan,Mayer,M,HAK
7,1,2,1,Einführung in die Datenanalyse,5,1,Melani,Meixner,F,HTL
7,2,2,1,Einführung in die Ökonomie,2,1,Melani,Meixner,F,HTL
7,3,1,1,Grundlagen der Mathematik,5,2,Melani,Meixner,F,HTL
7,4,1,1,Grundlagen der Statistik,5,2,Melani,Meixner,F,HTL
7,5,1,1,Grundlagen des Programmierens,5,3,Melani,Meixner,F,HTL
7,6,2,1,Grundzüge der Informatik,5,3,Melani,Meixner,F,HTL
7,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Melani,Meixner,F,HTL
7,8,2,2,Angewandte Statistik,5,2,Melani,Meixner,F,HTL
7,9,2,2,Datenanalysewerkzeuge,5,1,Melani,Meixner,F,HTL
7,10,1,2,Datenbanktechnologien,5,3,Melani,Meixner,F,HTL
7,11,1,2,Ethik und Recht,5,1,Melani,Meixner,F,HTL
7,12,1,2,Programmieren für Data Scientists,5,3,Melani,Meixner,F,HTL
7,13,1,2,Wissenschaftliches Arbeiten,5,1,Melani,Meixner,F,HTL
7,14,1,3,Artificial Intelligence,3,3,Melani,Meixner,F,HTL
7,15,2,3,Data Governance & Protection,4,1,Melani,Meixner,F,HTL
7,16,1,3,Data Mining & Machine Learning,8,2,Melani,Meixner,F,HTL
7,17,1,3,VT BA: Business Intelligence,6,1,Melani,Meixner,F,HTL
7,18,1,3,VT BA: Digital Business,4,1,Melani,Meixner,F,HTL
7,19,1,3,VT BA: Management & Controlling,5,1,Melani,Meixner,F,HTL
7,20,1,4,Computer Vision & Natural Language Processing,5,3,Melani,Meixner,F,HTL
7,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Melani,Meixner,F,HTL
7,22,2,4,Vertiefungsseminar,10,1,Melani,Meixner,F,HTL
8,1,2,1,Einführung in die Datenanalyse,5,1,Gala,Kurz,F,HAK
8,2,1,1,Einführung in die Ökonomie,2,1,Gala,Kurz,F,HAK
8,3,1,1,Grundlagen der Mathematik,5,2,Gala,Kurz,F,HAK
8,4,1,1,Grundlagen der Statistik,5,2,Gala,Kurz,F,HAK
8,5,1,1,Grundlagen des Programmierens,5,3,Gala,Kurz,F,HAK
8,6,2,1,Grundzüge der Informatik,5,3,Gala,Kurz,F,HAK
8,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Gala,Kurz,F,HAK
8,8,1,2,Angewandte Statistik,5,2,Gala,Kurz,F,HAK
8,9,1,2,Datenanalysewerkzeuge,5,1,Gala,Kurz,F,HAK
8,10,1,2,Datenbanktechnologien,5,3,Gala,Kurz,F,HAK
8,11,1,2,Ethik und Recht,5,1,Gala,Kurz,F,HAK
8,12,2,2,Programmieren für Data Scientists,5,3,Gala,Kurz,F,HAK
8,13,1,2,Wissenschaftliches Arbeiten,5,1,Gala,Kurz,F,HAK
8,14,1,3,Artificial Intelligence,3,3,Gala,Kurz,F,HAK
8,15,1,3,Data Governance & Protection,4,1,Gala,Kurz,F,HAK
8,16,1,3,Data Mining & Machine Learning,8,2,Gala,Kurz,F,HAK
8,17,1,3,VT BA: Business Intelligence,6,1,Gala,Kurz,F,HAK
8,18,1,3,VT BA: Digital Business,4,1,Gala,Kurz,F,HAK
8,19,1,3,VT BA: Management & Controlling,5,1,Gala,Kurz,F,HAK
8,20,1,4,Computer Vision & Natural Language Processing,5,3,Gala,Kurz,F,HAK
8,21,2,4,Datenvisualisierung / Visual Analytics,5,1,Gala,Kurz,F,HAK
8,22,1,4,Vertiefungsseminar,10,1,Gala,Kurz,F,HAK
9,1,1,1,Einführung in die Datenanalyse,5,1,Klemens,Martin,M,HAK
9,2,2,1,Einführung in die Ökonomie,2,1,Klemens,Martin,M,HAK
9,3,1,1,Grundlagen der Mathematik,5,2,Klemens,Martin,M,HAK
9,4,1,1,Grundlagen der Statistik,5,2,Klemens,Martin,M,HAK
9,5,3,1,Grundlagen des Programmierens,5,3,Klemens,Martin,M,HAK
9,6,3,1,Grundzüge der Informatik,5,3,Klemens,Martin,M,HAK
9,7,2,1,"Organisation, Marketing und Vertrieb",3,1,Klemens,Martin,M,HAK
9,8,2,2,Angewandte Statistik,5,2,Klemens,Martin,M,HAK
9,9,2,2,Datenanalysewerkzeuge,5,1,Klemens,Martin,M,HAK
9,10,4,2,Datenbanktechnologien,5,3,Klemens,Martin,M,HAK
9,11,1,2,Ethik und Recht,5,1,Klemens,Martin,M,HAK
9,12,4,2,Programmieren für Data Scientists,5,3,Klemens,Martin,M,HAK
9,13,1,2,Wissenschaftliches Arbeiten,5,1,Klemens,Martin,M,HAK
9,14,2,3,Artificial Intelligence,3,3,Klemens,Martin,M,HAK
9,15,2,3,Data Governance & Protection,4,1,Klemens,Martin,M,HAK
9,16,2,3,Data Mining & Machine Learning,8,2,Klemens,Martin,M,HAK
9,17,1,3,VT BA: Business Intelligence,6,1,Klemens,Martin,M,HAK
9,18,2,3,VT BA: Digital Business,4,1,Klemens,Martin,M,HAK
9,19,2,3,VT BA: Management & Controlling,5,1,Klemens,Martin,M,HAK
9,20,2,4,Computer Vision & Natural Language Processing,5,3,Klemens,Martin,M,HAK
9,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Klemens,Martin,M,HAK
9,22,1,4,Vertiefungsseminar,10,1,Klemens,Martin,M,HAK
10,1,1,1,Einführung in die Datenanalyse,5,1,Yaran,Schober,M,HTL
10,2,1,1,Einführung in die Ökonomie,2,1,Yaran,Schober,M,HTL
10,3,1,1,Grundlagen der Mathematik,5,2,Yaran,Schober,M,HTL
10,4,1,1,Grundlagen der Statistik,5,2,Yaran,Schober,M,HTL
10,5,1,1,Grundlagen des Programmierens,5,3,Yaran,Schober,M,HTL
10,6,1,1,Grundzüge der Informatik,5,3,Yaran,Schober,M,HTL
10,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Yaran,Schober,M,HTL
10,8,1,2,Angewandte Statistik,5,2,Yaran,Schober,M,HTL
10,9,1,2,Datenanalysewerkzeuge,5,1,Yaran,Schober,M,HTL
10,10,1,2,Datenbanktechnologien,5,3,Yaran,Schober,M,HTL
10,11,1,2,Ethik und Recht,5,1,Yaran,Schober,M,HTL
10,12,1,2,Programmieren für Data Scientists,5,3,Yaran,Schober,M,HTL
10,13,1,2,Wissenschaftliches Arbeiten,5,1,Yaran,Schober,M,HTL
10,14,1,3,Artificial Intelligence,3,3,Yaran,Schober,M,HTL
10,15,1,3,Data Governance & Protection,4,1,Yaran,Schober,M,HTL
10,16,1,3,Data Mining & Machine Learning,8,2,Yaran,Schober,M,HTL
10,17,2,3,VT BA: Business Intelligence,6,1,Yaran,Schober,M,HTL
10,18,1,3,VT BA: Digital Business,4,1,Yaran,Schober,M,HTL
10,19,1,3,VT BA: Management & Controlling,5,1,Yaran,Schober,M,HTL
10,20,1,4,Computer Vision & Natural Language Processing,5,3,Yaran,Schober,M,HTL
10,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Yaran,Schober,M,HTL
10,22,1,4,Vertiefungsseminar,10,1,Yaran,Schober,M,HTL
11,1,3,1,Einführung in die Datenanalyse,5,1,Mihajla,Reiter,F,Sonstige
11,2,3,1,Einführung in die Ökonomie,2,1,Mihajla,Reiter,F,Sonstige
11,3,3,1,Grundlagen der Mathematik,5,2,Mihajla,Reiter,F,Sonstige
11,4,3,1,Grundlagen der Statistik,5,2,Mihajla,Reiter,F,Sonstige
11,5,3,1,Grundlagen des Programmierens,5,3,Mihajla,Reiter,F,Sonstige
11,6,4,1,Grundzüge der Informatik,5,3,Mihajla,Reiter,F,Sonstige
11,7,3,1,"Organisation, Marketing und Vertrieb",3,1,Mihajla,Reiter,F,Sonstige
11,8,2,2,Angewandte Statistik,5,2,Mihajla,Reiter,F,Sonstige
11,9,2,2,Datenanalysewerkzeuge,5,1,Mihajla,Reiter,F,Sonstige
11,10,4,2,Datenbanktechnologien,5,3,Mihajla,Reiter,F,Sonstige
11,11,2,2,Ethik und Recht,5,1,Mihajla,Reiter,F,Sonstige
11,12,4,2,Programmieren für Data Scientists,5,3,Mihajla,Reiter,F,Sonstige
11,13,2,2,Wissenschaftliches Arbeiten,5,1,Mihajla,Reiter,F,Sonstige
11,14,4,3,Artificial Intelligence,3,3,Mihajla,Reiter,F,Sonstige
11,15,1,3,Data Governance & Protection,4,1,Mihajla,Reiter,F,Sonstige
11,16,2,3,Data Mining & Machine Learning,8,2,Mihajla,Reiter,F,Sonstige
11,17,2,3,VT BA: Business Intelligence,6,1,Mihajla,Reiter,F,Sonstige
11,18,3,3,VT BA: Digital Business,4,1,Mihajla,Reiter,F,Sonstige
11,19,2,3,VT BA: Management & Controlling,5,1,Mihajla,Reiter,F,Sonstige
11,20,3,4,Computer Vision & Natural Language Processing,5,3,Mihajla,Reiter,F,Sonstige
11,21,3,4,Datenvisualisierung / Visual Analytics,5,1,Mihajla,Reiter,F,Sonstige
11,22,2,4,Vertiefungsseminar,10,1,Mihajla,Reiter,F,Sonstige
12,1,2,1,Einführung in die Datenanalyse,5,1,GoncagÃ¼l,Vogl,F,AHS
12,2,2,1,Einführung in die Ökonomie,2,1,GoncagÃ¼l,Vogl,F,AHS
12,3,1,1,Grundlagen der Mathematik,5,2,GoncagÃ¼l,Vogl,F,AHS
12,4,1,1,Grundlagen der Statistik,5,2,GoncagÃ¼l,Vogl,F,AHS
12,5,2,1,Grundlagen des Programmierens,5,3,GoncagÃ¼l,Vogl,F,AHS
12,6,2,1,Grundzüge der Informatik,5,3,GoncagÃ¼l,Vogl,F,AHS
12,7,2,1,"Organisation, Marketing und Vertrieb",3,1,GoncagÃ¼l,Vogl,F,AHS
12,8,2,2,Angewandte Statistik,5,2,GoncagÃ¼l,Vogl,F,AHS
12,9,2,2,Datenanalysewerkzeuge,5,1,GoncagÃ¼l,Vogl,F,AHS
12,10,1,2,Datenbanktechnologien,5,3,GoncagÃ¼l,Vogl,F,AHS
12,11,2,2,Ethik und Recht,5,1,GoncagÃ¼l,Vogl,F,AHS
12,12,2,2,Programmieren für Data Scientists,5,3,GoncagÃ¼l,Vogl,F,AHS
12,13,1,2,Wissenschaftliches Arbeiten,5,1,GoncagÃ¼l,Vogl,F,AHS
12,14,3,3,Artificial Intelligence,3,3,GoncagÃ¼l,Vogl,F,AHS
12,15,1,3,Data Governance & Protection,4,1,GoncagÃ¼l,Vogl,F,AHS
12,16,2,3,Data Mining & Machine Learning,8,2,GoncagÃ¼l,Vogl,F,AHS
12,17,2,3,VT BA: Business Intelligence,6,1,GoncagÃ¼l,Vogl,F,AHS
12,18,2,3,VT BA: Digital Business,4,1,GoncagÃ¼l,Vogl,F,AHS
12,19,1,3,VT BA: Management & Controlling,5,1,GoncagÃ¼l,Vogl,F,AHS
12,20,1,4,Computer Vision & Natural Language Processing,5,3,GoncagÃ¼l,Vogl,F,AHS
12,21,2,4,Datenvisualisierung / Visual Analytics,5,1,GoncagÃ¼l,Vogl,F,AHS
12,22,3,4,Vertiefungsseminar,10,1,GoncagÃ¼l,Vogl,F,AHS
13,1,1,1,Einführung in die Datenanalyse,5,1,Yazeed,Schneider,M,HAK
13,2,1,1,Einführung in die Ökonomie,2,1,Yazeed,Schneider,M,HAK
13,3,1,1,Grundlagen der Mathematik,5,2,Yazeed,Schneider,M,HAK
13,4,1,1,Grundlagen der Statistik,5,2,Yazeed,Schneider,M,HAK
13,5,1,1,Grundlagen des Programmierens,5,3,Yazeed,Schneider,M,HAK
13,6,1,1,Grundzüge der Informatik,5,3,Yazeed,Schneider,M,HAK
13,7,1,1,"Organisation, Marketing und Vertrieb",3,1,Yazeed,Schneider,M,HAK
13,8,1,2,Angewandte Statistik,5,2,Yazeed,Schneider,M,HAK
13,9,1,2,Datenanalysewerkzeuge,5,1,Yazeed,Schneider,M,HAK
13,10,1,2,Datenbanktechnologien,5,3,Yazeed,Schneider,M,HAK
13,11,1,2,Ethik und Recht,5,1,Yazeed,Schneider,M,HAK
13,12,1,2,Programmieren für Data Scientists,5,3,Yazeed,Schneider,M,HAK
13,13,1,2,Wissenschaftliches Arbeiten,5,1,Yazeed,Schneider,M,HAK
13,14,1,3,Artificial Intelligence,3,3,Yazeed,Schneider,M,HAK
13,15,1,3,Data Governance & Protection,4,1,Yazeed,Schneider,M,HAK
13,16,1,3,Data Mining & Machine Learning,8,2,Yazeed,Schneider,M,HAK
13,17,1,3,VT BA: Business Intelligence,6,1,Yazeed,Schneider,M,HAK
13,18,1,3,VT BA: Digital Business,4,1,Yazeed,Schneider,M,HAK
13,19,1,3,VT BA: Management & Controlling,5,1,Yazeed,Schneider,M,HAK
13,20,1,4,Computer Vision & Natural Language Processing,5,3,Yazeed,Schneider,M,HAK
13,21,1,4,Datenvisualisierung / Visual Analytics,5,1,Yazeed,Schneider,M,HAK
13,22,1,4,Vertiefungsseminar,10,1,Yazeed,Schneider,M,HAK
14,1,3,1,Einführung in die Datenanalyse,5,1,Diane,Rieger,F,Sonstige
14,2,4,1,Einführung in die Ökonomie,2,1,Diane,Rieger,F,Sonstige
14,3,4,1,Grundlagen der Mathematik,5,2,Diane,Rieger,F,Sonstige
14,4,2,1,Grundlagen der Statistik,5,2,Diane,Rieger,F,Sonstige
14,5,4,1,Grundlagen des Programmierens,5,3,Diane,Rieger,F,Sonstige
14,6,3,1,Grundzüge der Informatik,5,3,Diane,Rieger,F,Sonstige
14,7,4,1,"Organisation, Marketing und Vertrieb",3,1,Diane,Rieger,F,Sonstige
14,8,2,2,Angewandte Statistik,5,2,Diane,Rieger,F,Sonstige
14,9,4,2,Datenanalysewerkzeuge,5,1,Diane,Rieger,F,Sonstige
14,10,3,2,Datenbanktechnologien,5,3,Diane,Rieger,F,Sonstige
14,11,4,2,Ethik und Recht,5,1,Diane,Rieger,F,Sonstige
14,12,3,2,Programmieren für Data Scientists,5,3,Diane,Rieger,F,Sonstige
14,13,3,2,Wissenschaftliches Arbeiten,5,1,Diane,Rieger,F,Sonstige
14,14,2,3,Artificial Intelligence,3,3,Diane,Rieger,F,Sonstige
14,15,3,3,Data Governance & Protection,4,1,Diane,Rieger,F,Sonstige
14,16,4,3,Data Mining & Machine Learning,8,2,Diane,Rieger,F,Sonstige
14,17,4,3,VT BA: Business Intelligence,6,1,Diane,Rieger,F,Sonstige
14,18,3,3,VT BA: Digital Business,4,1,Diane,Rieger,F,Sonstige
14,19,3,3,VT BA: Management & Controlling,5,1,Diane,Rieger,F,Sonstige
14,20,4,4,Computer Vision & Natural Language Processing,5,3,Diane,Rieger,F,Sonstige
14,21,3,4,Datenvisualisierung / Visual Analytics,5,1,Diane,Rieger,F,Sonstige
14,22,2,4,Vertiefungsseminar,10,1,Diane,Rieger,F,Sonstige
15,1,1,1,Einführung in die Datenanalyse,5,1,Matteus,Schulz,M,HTL
15,2,1,1,Einführung in die Ökonomie,2,1,Matteus,Schulz,M,HTL
15,3,1,1,Grundlagen der Mathematik,5,2,Matteus,Schulz,M,HTL
15,4,2,1,Grundlagen der Statistik,5,2,Matteus,Schulz,M,HTL
15,5,1,1,Grundlagen des Programmierens,5,3,Matteus,Schulz,M,HTL
